Unnamed: 0;C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Biodiesel;Precio Bioetanol;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Hidrogeno;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA;Isla;IdIsla
8826;35110;CALLE FRANCHY ROCA, S/N;L-D: 24H;27,838417;SANTA LUCÍA;-15,456972;N;Santa Lucía de Tirajana;;;;;;1,288;;1,398;;1,308;;;1,438;;LAS PALMAS;dm;BP EL TARO;P;0;0;7792;5254;35;5;Gran Canaria;1
8827;35110;CALLE FERNANDO GUANARTEME, 82;L-D: 24H;27,856083;SANTA LUCÍA;-15,443306;N;Santa Lucía de Tirajana;;;;;;1,219;;1,289;;1,239;;;1,289;;LAS PALMAS;dm;OCÉANO SARDINA SUR;P;0;0;7799;5254;35;5;Gran Canaria;1
8828;35110;AVENIDA DEL ATLANTICO, S/N;L-D: 24H;27,84125;VECINDARIO;-15,440833;D;Santa Lucía de Tirajana;;;;;;1,279;;1,404;;1,299;;;1,444;;LAS PALMAS;OM;REPSOL VECINDARIO;P;0;0;7710;5254;35;5;Gran Canaria;1
8829;35110;CALLE PEREZ GALDOS, 22;L-D: 24H;27,834972;EL DOCTORAL;-15,450972;D;Santa Lucía de Tirajana;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;dm;BP DOCTORAL;P;0;0;12043;5254;35;5;Gran Canaria;1
8830;35110;AVENIDA AVENIDA DE LAS TIRAJANAS, 0;L-D: 24H;27,85275;CASA PASTORES;-15,446889;D;Santa Lucía de Tirajana;;;;;;1,279;;1,369;;1,299;;;1,369;;LAS PALMAS;dm;ESTACIÓN DE SERVICIO P44;P;0;0;16057;5254;35;5;Gran Canaria;1
8831;35110;AVENIDA DE CANARIAS, 360;"L-V: 06:00-22:00; S: 07:00-15:00";27,844167;CASA PASTORES;-15,445833;I;Santa Lucía de Tirajana;;;;;;1,279;;;;1,299;;;1,444;;LAS PALMAS;OM;REPSOL AVENIDA CANARIAS;P;0;0;7812;5254;35;5;Gran Canaria;1
8832;35450;CALLE LOMO GUILLEN, 16;L-D: 06:00-22:00;28,141333;SANTA MARIA DE GUÍA;-15,633944;N;Santa María de Guía de Gran Canaria;;;;;;1,279;;1,389;;1,279;;;1,409;;LAS PALMAS;OM;CEPSA GUÍA;P;0;0;7652;5255;35;5;Gran Canaria;1
8833;35450;LUGAR ALBERCON DE LA VIRGEN, S/N;L-D: 06:00-22:00;28,142417;SANTA MARIA DE GUÍA;-15,628028;N;Santa María de Guía de Gran Canaria;;;;;;1,228;;1,369;;1,228;;;1,399;;LAS PALMAS;OM;DISA GUÍA;P;0;0;7931;5255;35;5;Gran Canaria;1
8834;35450;CARRETERA GENERAL DEL NORTE KM. 24;"L-S: 06:00-22:00; D: 07:00-16:00";28,141444;SANTA MARIA DE GUÍA;-15,628528;D;Santa María de Guía de Gran Canaria;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP GUÍA;P;0;0;7763;5255;35;5;Gran Canaria;1
8835;35458;CR GC-2, 22;L-D: 24H;28,143361;SANTA MARIA DE GUÍA;-15,614056;I;Santa María de Guía de Gran Canaria;;;;;;1,249;;1,379;;1,259;;;1,399;;LAS PALMAS;dm;REPSOL LLANO ALEGRE;P;0;0;9623;5255;35;5;Gran Canaria;1
8836;35458;CALLE FELIX GARCIA GONZALEZ, S/N;L-D: 24H;28,1435;BARRANQUILLO FRÍO;-15,615667;D;Santa María de Guía de Gran Canaria;;;;;;1,029;;;;1,029;;;;;LAS PALMAS;dm;PLENOIL SANTA MARÍA DE GUÍA;P;0;0;15954;5255;35;5;Gran Canaria;1
8837;35530;CARRETERA TEGUISE-MOZAGA KM. 0;L-D: 06:30-22:30;29,056778;VILLA DE TEGUISE;-13,564889;I;Teguise;;;;;;1,389;;1,503;;1,409;;;1,51;;LAS PALMAS;dm;CEPSA TEGUISE;P;0;0;7641;5256;35;5;Lanzarote;3
8838;35509;CARRETERA ARRECIFE-HARIA KM. 9,3;L-D: 07:30-22:30;29,050417;VILLA DE TEGUISE;-13,562444;D;Teguise;;;;;;1,389;;1,503;;1,409;;;1,51;;LAS PALMAS;dm;CEPSA LOS MORROS;P;0;0;11870;5256;35;5;Lanzarote;3
8839;35544;CALLE PARAJE DE VEGA VIEJA CTRA. LZ 1 P.K. 12,5, S/N;L-D: 07:00-23:00;29,060167;GUATIZA;-13,489611;D;Teguise;;;;;;1,369;;1,483;;1,399;;;1,498;;LAS PALMAS;dm;CEPSA GUATIZA;P;0;0;12848;5256;35;5;Lanzarote;3
8840;35509;AVENIDA LAS PALMERAS, S/N;L-D: 06:00-22:00;28,986889;COSTA TEGUISE;-13,515944;N;Teguise;;;;;0,81;1,404;;1,492;;1,428;;;1,53;;LAS PALMAS;OM;DISA COSTA TEGUISE;P;0;0;7944;5256;35;5;Lanzarote;3
8841;35000;AVENIDA CAMPO DE GOLF, S/N;L-D: 06:00-22:00;29,000444;TEGUISE;-13,503861;D;Teguise;;;;;;1,404;;1,492;;1,428;;;1,53;;LAS PALMAS;OM;DISA TEGUISE GOLF;P;0;0;7741;5256;35;5;Lanzarote;3
8842;35110;CARRETERA C-ARRECIFE-TAHICHE KM 2 KM. 2;L-D: 06:30-22:30;28,987667;TEGUISE;-13,543806;I;Teguise;;;;;;1,389;;1,504;;1,409;;;1,511;;LAS PALMAS;dm;CEPSA TAHICHE II;P;0;0;7672;5256;35;5;Lanzarote;3
8843;35110;CARRETERA C-ARRECIFE-TAHICHE KM 2 KM. 2;L-D: 24H;28,988222;TEGUISE;-13,542778;D;Teguise;;;;;;1,389;;1,504;;1,409;;;1,511;;LAS PALMAS;dm;CEPSA TAHICHE I;P;0;0;7671;5256;35;5;Lanzarote;3
8844;35360;CALLE LOMO LOS SANTOS, S/N;"L-S: 06:00-21:00; D: 08:00-19:00";27,991278;TEJEDA;-15,61475;N;Tejeda;;;;;;1,289;;;;1,319;;;1,449;;LAS PALMAS;dm;DISA TEJEDA;P;0;0;7923;5257;35;5;Gran Canaria;1
8845;35000;AUTOVIA GC-1 KM. 12,000;L-D: 06:00-22:00;27,978944;TELDE;-15,391583;D;Telde;;;;;;1,289;;1,414;;1,319;;;1,454;;LAS PALMAS;OM;REPSOL SALINETAS;P;0;0;13419;5258;35;5;Gran Canaria;1
8846;35200;CARRETERA GC-300 KM. 7,6;L-D: 06:00-22:00;28,038806;TELDE;-15,418861;D;Telde;;;;;;1,279;;1,414;;1,299;;;1,449;;LAS PALMAS;OM;REPSOL MARZAGAN;P;0;0;12084;5258;35;5;Gran Canaria;1
8847;35200;CR  GC-1 P.K. 8 M.I. (SALIDA A PARQ;"L-S: 06:00-23:00; D: 07:00-22:00";28,011722;TELDE;-15,386667;I;Telde;;;;;;1,289;;1,414;;1,319;;;1,454;;LAS PALMAS;OM;REPSOL LA MARETA;P;0;0;7711;5258;35;5;Gran Canaria;1
8848;35200;CALLE CL OBISPO VERDUGO, 39;"L-V: 06:00-22:00; S-D: 07:00-23:00";27,992389;TELDE;-15,414806;D;Telde;;;;;;1,295;;1,42;;1,329;;;1,459;;LAS PALMAS;OM;REPSOL EL CARACOL;P;0;0;7679;5258;35;5;Gran Canaria;1
8849;35200;CALLE VELAZQUEZ, 1;"L-V: 06:00-22:00; S-D: 00:00-23:59";27,980583;TELDE;-15,392111;D;Telde;;;;;;1,289;;1,414;;1,319;;;1,454;;LAS PALMAS;OM;REPSOL LAS HUESAS;P;0;0;7702;5258;35;5;Gran Canaria;1
8850;35200;CALLE CRUCE MELENARA, S/N;L-D: 24H;27,994333;TELDE;-15,393556;N;Telde;;;;;;1,279;;1,409;;1,309;;;1,438;;LAS PALMAS;OM;DISA CRUCE DE MELENARA;P;0;0;7954;5258;35;5;Gran Canaria;1
8851;35200;AVENIDA DE LA CONSTITUCION, 1;L-D: 06:00-22:00;27,998306;TELDE;-15,414167;N;Telde;;;;;0,81;1,289;;1,419;;1,319;;;1,448;;LAS PALMAS;OM;SHELL TELDE;P;0;0;8739;5258;35;5;Gran Canaria;1
8852;35200;LUGAR EL ROQUE, 86;L-D: 06:30-22:30;27,998556;TELDE;-15,420194;N;Telde;;;;;;1,289;;1,419;;1,319;;;1,448;;LAS PALMAS;OM;DISA EL ROQUE;P;0;0;7897;5258;35;5;Gran Canaria;1
8853;35200;CALLE REYES CATOLICOS, 2;L-D: 24H;27,991778;TELDE;-15,423861;N;Telde;;;;;;1,289;;1,419;;1,319;;;1,448;;LAS PALMAS;OM;DISA PUNTO FIELATO;P;0;0;7933;5258;35;5;Gran Canaria;1
8854;35200;CALLE CUBILLO, 1;"L-J: 06:00-23:00; V-S: 06:00-00:00; D: 06:00-23:00";28,0065;TELDE;-15,41475;N;Telde;;;;;;1,269;;1,409;;1,299;;;1,419;;LAS PALMAS;dm;CEPSA EL CUBILLO;P;0;0;7660;5258;35;5;Gran Canaria;1
8855;35200;CALLE CANOVAS DEL CASTILLO, 114;L-D: 24H;28,001056;TELDE;-15,397806;N;Telde;;;;;0,789;1,279;;1,409;;1,309;;;;;LAS PALMAS;dm;COOP.TAXIS.TELDE;P;0;0;7618;5258;35;5;Gran Canaria;1
8856;35200;AUTOVIA GC-1 (AEROPUERTO DE GRAN CANARIA ) KM. 16;L-D: 24H;27,940722;TELDE;-15,389972;D;Telde;;;;;;1,289;;1,419;;1,319;;;1,464;;LAS PALMAS;OM;CEPSA AEROPUERTO GANDO - TIERRA;P;0;0;7939;5258;35;5;Gran Canaria;1
8857;35200;AUTOVIA GC-1, AEROPUERTO GANDO (LADO AIRE) KM. 16,000;L-D: 24H;27,931889;TELDE;-15,391722;N;Telde;;;;;;1,295;;;;1,325;;;1,47;;LAS PALMAS;OM;CEPSA AEROPUERTO GANDO-AIRE;R;0;0;12668;5258;35;5;Gran Canaria;1
8858;35220;CALLE SHAKESPEARE, 1;L-D: 24H;28,009833;TELDE;-15,390083;N;Telde;;;;;;1,289;;1,419;;1,319;;;1,439;;LAS PALMAS;OM;CEPSA LAS REMUDAS;P;0;0;7666;5258;35;5;Gran Canaria;1
8859;35220;AVENIDA JOAN Y VICTOR JARA ESQ/C/FERNANDO SAGASETA  Y C/IDOLO DE JINAMAR, 10;L-D: 24H;28,025361;TELDE;-15,398778;D;Telde;;;;;;1,179;;1,239;;1,189;;;1,239;;LAS PALMAS;dm;H2EXAGON JINÁMAR;P;0;0;15823;5258;35;5;Gran Canaria;1
8860;35220;CALLE LOMO LA FRANCIA ESQUINA CTRA. JINAMAR-TELDE GC100, S/N;L-D: 07:00-22:00;28,024722;JINÁMAR;-15,418889;D;Telde;;;;;;1,299;;1,419;;1,319;;;1,449;;LAS PALMAS;dm;BP CRUZ DE LA GALLINA LOMO LA FRANCIA;P;0;0;14610;5258;35;5;Gran Canaria;1
8861;35220;AVENIDA SANTA RITA DE CASIA, S/N;L-D: 24H;28,034139;JINÁMAR;-15,4135;N;Telde;;;;;;1,279;;1,399;;1,299;;;1,439;;LAS PALMAS;OM;DISA JINÁMAR;P;0;0;11721;5258;35;5;Gran Canaria;1
8862;35220;CARRETERA DE JINAMAR KM. S/N;L-D: 24H;28,035528;JINÁMAR;-15,417028;N;Telde;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP JINÁMAR;P;0;0;7765;5258;35;5;Gran Canaria;1
8863;35220;PARQUE MARITIMO DE JINAMAR C.C. LAS TERRAZAS, S/N;L-D: 07:00-23:00;28,026194;JINÁMAR;-15,391944;D;Telde;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP LAS TERRAZAS;P;0;0;11714;5258;35;5;Gran Canaria;1
8864;35201;AUTOPISTA AUTOPOISTA GC-1 KM. 8;"L-S: 06:00-22:00; D: 08:00-20:00";28,014444;LA PARDILLA;-15,388611;D;Telde;;;;;;1,289;;;;1,309;;;;;LAS PALMAS;OM;DISA LA PARDILLA;P;0;0;13315;5258;35;5;Gran Canaria;1
8865;35213;CALLE ALEGRIA, 35;L-D: 06:00-22:00;28,023056;SAN ANTONIO;-15,388333;D;Telde;;;;;;1,289;;1,409;;1,309;;;1,439;;LAS PALMAS;OM;DISA BOCABARRANCO;P;0;0;14034;5258;35;5;Gran Canaria;1
8866;35212;CALLE ALEGRIA, 2;L-D: 24H;28,022389;LA GARITA;-15,387917;D;Telde;;;;;;1,249;;1,369;;1,269;1,309;;1,399;;LAS PALMAS;dm;OCÉANO TELDE;P;0;0;14168;5258;35;5;Gran Canaria;1
8867;35212;AUTOVIA GC-1 SUR LAS PALMAS KM. 8;L-D: 24H;28,014333;LA GARITA;-15,387583;D;Telde;;;;;;1,289;;1,409;;1,309;;;1,439;;LAS PALMAS;dm;BP LA GARITA;P;0;0;7808;5258;35;5;Gran Canaria;1
8868;35215;CARRETERA GENERAL DEL GORO KM. S/N;L-D: 06:00-22:00;27,960778;EL GORO;-15,404806;D;Telde;;;;;;1,276;;1,406;;1,306;;;1,435;;LAS PALMAS;OM;DISA CUATRO PUERTAS;P;0;0;7824;5258;35;5;Gran Canaria;1
8869;35217;POLIGONO IND. EL GORO, C/ EL BOSQUE ESQUINA C/ VIRGEN DEL CARMEN, 2;L: 24H;27,968306;EL GORO;-15,391472;D;Telde;;;;;;1,139;;1,24;;1,139;;;1,24;;LAS PALMAS;dm;CANARY OIL TELDE;P;0;0;15653;5258;35;5;Gran Canaria;1
8870;35219;CARRETERA GENERAL DEL SUR KM 13 KM. 13;L-D: 24H;27,967194;TELDE;-15,390944;N;Telde;;;;;;1,279;;1,399;;1,299;;;1,439;;LAS PALMAS;dm;CEPSA EL GORO;P;0;0;7904;5258;35;5;Gran Canaria;1
8871;35219;AUTOVIA GC-1 KM. 17;L-D: 06:00-23:59;27,944722;TELDE;-15,389417;D;Telde;;;;;0,799;1,289;;1,419;;1,319;;;1,464;;LAS PALMAS;OM;CEPSA OJOS DE GARZA;P;0;0;7649;5258;35;5;Gran Canaria;1
8872;35219;CALLE CORREGIDOR AGUIRRE, 20;L-D: 24H;27,969417;TELDE;-15,389861;D;Telde;;;;;;1,139;;;;1,139;;;;;LAS PALMAS;dm;FAST FUEL GORO;P;0;0;15842;5258;35;5;Gran Canaria;1
8873;35214;CALLE CALLEJON DEL CASTILLO, 215;L-D: 06:00-22:00;27,998167;EL CALERO;-15,403444;N;Telde;;;;;;1,289;;1,399;;1,309;;;1,439;;LAS PALMAS;OM;BP EL CALERO;P;0;0;7794;5258;35;5;Gran Canaria;1
8874;35330;CALLE PARROCO JUAN GONZALEZ, 15;L-D: 06:00-22:00;28,06175;TEROR;-15,547056;N;Teror;;;;;;1,254;;1,364;;1,289;;;1,429;;LAS PALMAS;OM;DISA TEROR;P;0;0;7760;5259;35;5;Gran Canaria;1
8875;35330;CARRETERA C-817 KM. 21;"L-V: 06:00-23:59; S: 06:00-01:30; D: 07:00-14:00";28,061917;TEROR;-15,545528;N;Teror;;;;;;1,254;;;;1,289;;;1,429;;LAS PALMAS;dm;CEPSA TEROR;P;0;0;7654;5259;35;5;Gran Canaria;1
8876;35572;CALLE SAN BLAS, 15;L-D: 06:00-23:00;28,951389;TÍAS;-13,649278;N;Tías;;;;;;1,304;;;;1,344;;;1,474;;LAS PALMAS;dm;PCAN TÍAS;P;0;0;7739;5260;35;5;Lanzarote;3
8877;35572;CARRETERA CRTA. DE LAS PLAYAS KM 0,6 KM. 0,6;L-D: 07:00-22:00;28,949722;TÍAS;-13,615639;I;Tías;;;;;;1,369;;1,459;;1,399;;;1,499;;LAS PALMAS;dm;SPL PLAYAS II;P;0;0;7694;5260;35;5;Lanzarote;3
8878;35572;CARRETERA CR LZ-2 ARRECIFE-YAIZA,P.K.6,7KM KM. 6,7;L-D: 07:00-22:00;28,954556;TÍAS;-13,632278;I;Tías;;;;;;1,369;;1,479;;1,369;;;1,499;;LAS PALMAS;dm;SPL TÍAS II;P;0;0;7716;5260;35;5;Lanzarote;3
8879;35572;CARRETERA CR LZ-2 ARRECIFE-YAIZA,P.K.6,7KM KM. 6,7;L-D: 05:00-22:00;28,955056;TÍAS;-13,631278;D;Tías;;;;;;1,369;;1,479;;1,369;;;1,499;;LAS PALMAS;dm;SPL TÍAS I;P;0;0;7715;5260;35;5;Lanzarote;3
8880;35572;CARRETERA CR LZ-40 KM 0,6(LZ-40KM1) KM. 0,6;L-D: 06:00-23:00;28,949444;TÍAS;-13,616389;D;Tías;;;;;;1,369;;1,459;;1,399;;;1,499;;LAS PALMAS;dm;SPL PLAYAS I;P;0;0;7693;5260;35;5;Lanzarote;3
8881;35510;CALLE JUAN CARLOS I, 23;L-D: 24H;28,923861;PUERTO DEL CARMEN;-13,666361;N;Tías;;;;;;1,367;;1,474;;1,385;;;1,54;;LAS PALMAS;OM;DISA PUERTO DEL CARMEN;P;0;0;7905;5260;35;5;Lanzarote;3
8882;35510;AVENIDA DEL VARADERO, S/N;L-D: 08:30-23:59;28,920639;PUERTO DEL CARMEN;-13,67325;N;Tías;;;;;;1,367;;;;1,385;;;1,54;;LAS PALMAS;dm;CEPSA PUERTO DEL CARMEN;P;0;0;13121;5260;35;5;Lanzarote;3
8883;35571;CARRETERA ARRECIFE YAIZA KM. 12;"L-S: 06:30-22:00; D: 08:00-15:00";28,948306;MACHER;-13,686278;D;Tías;;;;;;1,304;;1,399;;1,363;;;1,487;;LAS PALMAS;dm;DISA MACHER;P;0;0;11198;5260;35;5;Lanzarote;3
8884;35550;AVENIDA LAS VEGAS, 9;"L-V: 06:00-22:30; S: 06:30-23:00; D: 08:00-21:00";29,065028;TINAJO;-13,67075;N;Tinajo;;;;;;1,384;;1,484;;1,419;;;1,509;;LAS PALMAS;dm;CEPSA TINAJO;P;0;0;7655;5261;35;5;Lanzarote;3
8885;35628;AVENIDA PASEO LA LIBERTAD S/N, S/N;"L-V: 06:00-23:00; S: 06:00-00:00; D: 06:00-22:00";28,327111;TUINEJE;-14,048722;N;Tuineje;;;;;;1,32;;1,4;;1,32;;;1,4;;LAS PALMAS;dm;SANTANA DOMÍNGUEZ;P;0;0;8740;5262;35;5;Fuerteventura;4
8886;35620;AVENIDA CONSTITUCION (DE LA), 16;L-D: 24H;28,215028;GRAN TARAJAL;-14,020694;N;Tuineje;;;;;;1,279;;1,4;;1,389;;;1,414;;LAS PALMAS;dm;CEPSA GRAN TARAJAL;P;0;0;7659;5262;35;5;Fuerteventura;4
8887;35627;CARRETERA CARRETERA GENERAL DE TARAJALEJO KM. 16;L-D: 24H;28,231306;TARAJALEJO;-14,103778;N;Tuineje;;;;;;1,289;;1,43;;1,399;;;1,504;;LAS PALMAS;OM;DISA EL CARACOL;P;0;0;7937;5262;35;5;Fuerteventura;4
8888;35340;CALLE PEROJO, 19;"L-V: 07:00-21:00; S: 07:30-21:00; D: 08:00-21:00";28,049111;VALLESECO;-15,576139;N;Valleseco;;;;;;1,289;;1,419;;1,309;;;1,459;;LAS PALMAS;dm;BP VALLESECO;P;0;0;7738;5263;35;5;Gran Canaria;1
8889;35217;AVENIDA LOS ALMENDROS, 42;L-D: 06:00-01:00;27,995556;VALSEQUILLO;-15,472639;N;Valsequillo de Gran Canaria;;;;;;1,224;;1,444;;1,234;;;1,474;;LAS PALMAS;dm;CEPSA LOS ALMENDROS;P;0;0;7658;5264;35;5;Gran Canaria;1
8890;35217;CALLE JUAN CARLOS I, 9;L-D: 06:30-23:00;27,991806;VALSEQUILLO;-15,495417;N;Valsequillo de Gran Canaria;;;;;;1,244;;;;1,254;;;1,474;;LAS PALMAS;dm;DISA VALSEQUILLO;P;0;0;7909;5264;35;5;Gran Canaria;1
8891;35320;CALLE EL RETIRO, S/N;"L-S: 06:00-23:00; D: 07:00-22:00";28,009028;VEGA DE SAN MATEO;-15,535722;N;Vega de San Mateo;;;;;;1,278;;1,398;;1,298;;;1,438;;LAS PALMAS;dm;REPSOL SAN MATEO;P;0;0;7795;5265;35;5;Gran Canaria;1
8892;35320;CALLE LA VEGUETILLA, 55;L-D: 06:00-22:00;28,01275;VEGA DE SAN MATEO;-15,527611;N;Vega de San Mateo;;;;;;1,278;;1,278;;1,298;;;1,298;;LAS PALMAS;OM;SHELL SAN MATEO;P;0;0;7945;5265;35;5;Gran Canaria;1
8893;35570;CARRETERA LZ-2 ARRECIFE-PLAYA BLANCA KM. S/N;L-D: 07:00-21:00;28,923583;YAIZA;-13,824583;I;Yaiza;;;;;;1,33;;1,46;;1,38;;;1,48;;LAS PALMAS;dm;REPSOL PETRÓLEOS MARINOS DE CANARIAS;P;0;0;10871;5266;35;5;Lanzarote;3
8894;35570;CARRETERA ARRECIFE-PLAYA BLANCA KM. 34;L-D: 07:00-22:00;28,867833;YAIZA;-13,831611;N;Yaiza;;;;;;1,339;;;;1,379;;;1,499;;LAS PALMAS;dm;ESTACIÓN PLAYA BLANCA;P;0;0;7914;5266;35;5;Lanzarote;3
8895;35570;CARRETERA YAIZA A MONTAÑA DEL FUEGO KM2 KM. 2;L-D: 08:00-21:00;28,954611;YAIZA;-13,763;N;Yaiza;;;;;;1,359;;;;1,439;;;1,569;;LAS PALMAS;dm;DISA YAIZA;P;0;0;7822;5266;35;5;Lanzarote;3
8896;35570;CARRETERA ARECIFE-YAIZA KM. 18,150;L-S: 07:00-21:00;28,9395;YAIZA;-13,736972;N;Yaiza;;;;;;1,329;;;;1,369;;;1,479;;LAS PALMAS;dm;COMBUSTIBLES CANARIOS YAIZA;P;0;0;11074;5266;35;5;Lanzarote;3
8897;35570;CALLE BERRUGO EL, 2;L-D: 08:00-22:00;28,859167;PLAYA BLANCA;-13,815639;D;Yaiza;;;;;;1,257;;;;1,271;;;;;LAS PALMAS;dm;MARINA RUBICÓN;P;0;0;11640;5266;35;5;Lanzarote;3
9318;38670;CALLE CHARFA ESQUINA AVENIDA LAS PALMITAS, S/N;"L-S: 07:00-22:00; D: 09:00-16:00";28,11925;ADEJE;-16,739528;D;Adeje;;;;;;1,114;;;;1,189;;;;;SANTA CRUZ DE TENERIFE;dm;GMOIL ADEJE;P;0;0;13639;5691;38;5;Tenerife;2
9319;38670;AVENIDA AYYO, 32;L-D: 24H;28,123639;ADEJE;-16,739556;N;Adeje;;;;;;1,278;;1,392;;1,298;;;1,432;;SANTA CRUZ DE TENERIFE;dm;SHELL LOS OLIVOS;P;0;0;11525;5691;38;5;Tenerife;2
9320;38670;PG IND. BARRANCO LAS TORRES, P7-S9, S/N;L-D: 24H;28,125444;ADEJE;-16,740778;N;Adeje;;;;;;1,278;;1,392;;1,298;;;1,432;;SANTA CRUZ DE TENERIFE;dm;BP LA ATALAYA;P;0;0;7776;5691;38;5;Tenerife;2
9321;38670;AVENIDA AYYO DE  EN  ADEJE, 22;L-D: 24H;28,125889;ADEJE;-16,738389;D;Adeje;;;;;;1,278;;1,392;;1,298;;;1,432;;SANTA CRUZ DE TENERIFE;dm;REPSOL LOLIUM;P;0;0;12784;5691;38;5;Tenerife;2
9322;38670;CALLE CHARFA, 28;L-D: 06:00-00:00;28,118361;ADEJE;-16,738278;N;Adeje;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;BP COOP SAN SEBASTIÁN;P;0;0;12776;5691;38;5;Tenerife;2
9323;38670;AVENIDA DE AYYO, 16;L-D: 24H;28,126833;ADEJE;-16,737917;D;Adeje;;;;;;1,114;;;;1,189;;;;;SANTA CRUZ DE TENERIFE;dm;PLENOIL ADEJE I;P;0;0;16015;5691;38;5;Tenerife;2
9324;38670;AUTOPISTA TF1 AUTOPISTA SUR A ARMEÑIME, CRUCE LA CALETA KM. S/N;L-D: 08:00-21:00;28,120111;ADEJE;-16,739889;N;Adeje;;;;;;1,134;;;;1,191;;;1,23;;SANTA CRUZ DE TENERIFE;dm;TGAS-TU TRÉBOL;P;0;0;7730;5691;38;5;Tenerife;2
9325;38660;General C-822 km 110,14;L-D: 24H;28,104806;FAÑABÉ;-16,731889;N;Adeje;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;DISA FAÑABE;P;0;0;7832;5691;38;5;Tenerife;2
9326;38660;URBANIZACIÓN SAN EUGENIO, PLAYA DE LAS AMERICAS;L-D: 08:00-17:30;28,079333;FAÑABÉ;-16,737889;N;Adeje;;;;;;1,347;;;;1,369;;;;;SANTA CRUZ DE TENERIFE;dm;DISA PUERTO COLÓN;P;0;0;7853;5691;38;5;Tenerife;2
9327;38660;AVENIDA SIAM  EN  COSTA ADEJE, 6;L-D: 24H;28,069;PLAYA DE LAS AMÉRICAS;-16,722444;D;Adeje;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;BP SIAM MALL;P;0;0;13228;5691;38;5;Tenerife;2
9328;38678;CARRETERA TF-47 KM. 2,7;L-D: 06:00-22:00;28,134028;ARMEÑIME;-16,768083;I;Adeje;;;;;;1,298;;1,382;;1,288;;;1,422;;SANTA CRUZ DE TENERIFE;dm;REPSOL PLAYA PARAÍSO ARMEÑIME;P;0;0;7709;5691;38;5;Tenerife;2
9329;38677;CARRETERA CTRA.GRAL.ADEJE A GUIA DE ISORA KM. 118,200;L-D: 06:00-22:00;28,158972;TIJOCO BAJO;-16,762889;D;Adeje;;;;;;1,318;;;;1,338;;;1,492;;SANTA CRUZ DE TENERIFE;OM;DISA TIJOCO;P;0;0;7864;5691;38;5;Tenerife;2
9330;38660;CALLE DUBLIN, 1;L-D: 24H;28,090222;LA CALDERA;-16,728333;I;Adeje;;;;;;1,289;;1,424;;1,309;;;1,434;;SANTA CRUZ DE TENERIFE;OM;CEPSA RODEO;P;0;0;13992;5691;38;5;Tenerife;2
9331;38678;CARRETERA GENERAL ADEJE A PLAYA SAN JUAN KM. 2,5;L-D: 07:00-22:00;28,128083;ADEJE;-16,757917;N;Adeje;;;;;;1,298;;1,382;;1,288;;;1,422;;SANTA CRUZ DE TENERIFE;dm;REPSOL MAXO ARMEÑIME;P;0;0;8741;5691;38;5;Tenerife;2
9332;38812;CARRETERA TF 713 KM. 38,5;"L-V: 07:30-19:30; S-D: 07:30-14:00 y 15:00-19:30";28,035111;ALAJERÓ;-17,205972;N;Alajeró;;;;;;1,516;;1,618;;1,516;;;1,636;;SANTA CRUZ DE TENERIFE;dm;OCÉANO PLAYA SANTIAGO;P;0;0;11782;5693;38;5;La Gomera;6
9333;38550;POLIGONO PLAN PARCIAL EL CARRETON  EN  HIDALGA LA, S/N;L-D: 24H;28,331611;ARAFO;-16,376361;D;Arafo;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;BP POLÍGONO GÜIMAR;P;0;0;13012;5694;38;5;Tenerife;2
9334;38550;PLAZA IND VALLE GUIMAR MANZ-, S/N;L-D: 06:00-22:00;28,331222;ARAFO;-16,372333;D;Arafo;;;;;;1,275;;1,4;;1,295;;;1,45;;SANTA CRUZ DE TENERIFE;OM;REPSOL POLÍGONO DE GÜÍMAR;P;0;0;12630;5694;38;5;Tenerife;2
9335;38550;ACCESO CARRETERA A LA HIDALGA, S/N;L-D: 24H;28,330194;ARAFO;-16,384833;I;Arafo;;;;;;1,274;;1,394;;1,294;;;1,404;;SANTA CRUZ DE TENERIFE;OM;CEPSA EL VOLCÁN;P;0;0;7639;5694;38;5;Tenerife;2
